lexicon,label
unlicensed,negative
unlighted,negative
unlikable,negative
unlikeable,negative
unlikely,negative
unlined,negative
unlisted,negative
unlit,negative
unlivable,negative
unliveable,negative
unloaded,negative
unloving,negative
unluckily,negative
unlucky,negative
unmalicious,negative
unmalleable,negative
unmanageable,negative
unmanful,negative
unmanlike,negative
unmanly,negative
unmannered,negative
unmannerly,negative
unmarked,negative
unmarketable,negative
unmarried,negative
unmethodical,negative
unmilitary,negative
unmindful,negative
unmingled,negative
unmitigated,negative
unmixed,negative
unmodernised,negative
unmodernized,negative
unmodifiable,negative
unmodified,negative
unmourned,negative
unmovable,negative
unmoved,negative
unmoving,negative
unmusical,negative
unnatural,negative
unnaturally,negative
unnaturalness,negative
unnecessary,negative
unneeded,negative
unneighborliness,negative
unneighborly,negative
unneighbourly,negative
unnerve,negative
unnerved,negative
unnerving,negative
unnervingly,negative
unnoticeable,negative
unnoticed,negative
unobserved,negative
unobtainable,negative
unobtrusive,negative
unoccupied,negative
unoffending,negative
unofficial,negative
unoiled,negative
unopposed,negative
unordered,negative
unorganised,negative
unorganized,negative
unoriented,negative
unoriginal,negative
unorthodox,negative
unorthodoxy,negative
unpaintable,negative
unpainted,negative
unpalatable,negative
unparallel,negative
unpardonable,negative
unpasteurised,negative
unpasteurized,negative
unpaved,negative
unpeaceable,negative
unpeaceful,negative
unpermed,negative
unpermissive,negative
unperplexed,negative
unpersuadable,negative
unpersuasive,negative
unpitying,negative
unplaced,negative
unpleasant,negative
unpleasant-smelling,negative
unpleasantries,negative
unpleasingness,negative
unpledged,negative
unplug,negative
unpopular,negative
unposed,negative
unpotted,negative
unpowered,negative
unprecedented,negative
unpredictable,negative
unprepared,negative
unpressed,negative
unprocessed,negative
unprocurable,negative
unproductive,negative
unprofessional,negative
unprofitable,negative
unpromised,negative
unpropitious,negative
unpropitiousness,negative
unprove,negative
unproved,negative
unproven,negative
unproves,negative
unprovided for,negative
unproving,negative
unprovoked,negative
unqualified,negative
unquiet,negative
unranked,negative
unravel,negative
unraveled,negative
unreachable,negative
unreactive,negative
unreadable,negative
unrealistic,negative
unreality,negative
unrealizable,negative
unreasonable,negative
unreasonably,negative
unreciprocated,negative
unrecognisable,negative
unrecognised,negative
unrecognizable,negative
unrecognized,negative
unredeemable,negative
unrefined,negative
unreflective,negative
unreformable,negative
unregenerate,negative
unregenerated,negative
unregistered,negative
unregretful,negative
unregretting,negative
unregularity,negative
unregulated,negative
unrelenting,negative
unrelentingly,negative
unreliability,negative
unreliable,negative
unremedied,negative
unremorseful,negative
unremunerative,negative
unrepentant,negative
unreplaceable,negative
unrepresentative,negative
unrequited,negative
unresisting,negative
unresolvable,negative
unresolved,negative
unresponsive,negative
unrest,negative
unrestrained,negative
unrestrictive,negative
unretrievable,negative
unrhythmic,negative
unrhythmical,negative
unripe,negative
unripened,negative
unruly,negative
unsafe,negative
unsalaried,negative
unsarcastic,negative
unsatisfactory,negative
unsatisfied,negative
unsatisfying,negative
unsavory,negative
unsavoury,negative
unscheduled,negative
unscientific,negative
unscientifically,negative
unscripted,negative
unscrupulous,negative
unscrupulously,negative
unsealed,negative
unseasonable,negative
unseasoned,negative
unsectarian,negative
unsecure,negative
unseemly,negative
unselective,negative
unselfishness,negative
unsent,negative
unserviceable,negative
unsettle,negative
unsettled,negative
unsettling,negative
unsettlingly,negative
unsexy,negative
unshaded,negative
unsheathed,negative
unshrinkable,negative
unshuttered,negative
unsightliness,negative
unsightly,negative
unsinkable,negative
unsized,negative
unskilled,negative
unsmiling,negative
unsmoothed,negative
unsociable,negative
unsocial,negative
unsoiled,negative
unsold,negative
unsoldierly,negative
unsolicited,negative
unsolvability,negative
unsophisticated,negative
unsorted,negative
unsound,negative
unsounded,negative
unsoured,negative
unsparing,negative
unspeakable,negative
unspeakablely,negative
unspecialised,negative
unspecialized,negative
unspecified,negative
unspoiled,negative
unspotted,negative
unstable,negative
unstaged,negative
unstarred,negative
unsteadily,negative
unsteadiness,negative
unsteady,negative
unstoppable,negative
unstrain,negative
unstratified,negative
unstressed,negative
unstudied,negative
unstylish,negative
unsuasible,negative
unsuccessful,negative
unsuccessfully,negative
unsuitable,negative
unsuited,negative
unsung,negative
unsupportable,negative
unsupported,negative
unsupportive,negative
unsure,negative
unsusceptible,negative
unsuspected,negative
unsuspecting,negative
unsustainable,negative
unsweet,negative
unswept,negative
unsworn,negative
unsyllabled,negative
unsymbolic,negative
unsympathetic,negative
unsympathising,negative
unsympathizing,negative
untamed,negative
untanned,negative
untapped,negative
unteach,negative
untechnical,negative
untempered,negative
untenable,negative
untenanted,negative
untested,negative
untethered,negative
unthankful,negative
untheatrical,negative
unthematic,negative
unthinkable,negative
unthinkably,negative
unthinking,negative
unthoughtful,negative
unthreatening,negative
untilled,negative
untimely,negative
untipped,negative
untitled,negative
untoasted,negative
untouchable,negative
untouched,negative
untoughened,negative
untoward,negative
untraceable,negative
untraditional,negative
untrammeled,negative
untrammelled,negative
untraveled,negative
untravelled,negative
untraversed,negative
untreated,negative
untroubled,negative
untrue,negative
untrustiness,negative
untrusting,negative
untrustworthiness,negative
untrustworthy,negative
untrusty,negative
untruthful,negative
untypical,negative
unusable,negative
unusably,negative
unuseable,negative
unuseably,negative
unused,negative
unusual,negative
unusually,negative
unvarnished,negative
unvented,negative
unviewable,negative
unvoluntary,negative
unwanted,negative
unwarmed,negative
unwarranted,negative
unwashed,negative
unwatchable,negative
unweathered,negative
unwelcome,negative
unwell,negative
unwholesome,negative
unwholesomeness,negative
unwieldy,negative
unwilling,negative
unwillingly,negative
unwillingness,negative
unwind,negative
unwise,negative
unwisely,negative
unwitting,negative
unworkable,negative
unworldly,negative
unworthy,negative
unwrapped,negative
unwrinkled,negative
unwritten,negative
unyielding,negative
upbraid,negative
upbraiding,negative
upheaval,negative
uppish,negative
uprising,negative
uproar,negative
uproarious,negative
uproariously,negative
uproarous,negative
uproarously,negative
uproot,negative
upset,negative
upset stomach,negative
upseting,negative
upsets,negative
upsetting,negative
upsettingly,negative
urchin,negative
uredinales,negative
ureteritis,negative
urethritis,negative
urgent,negative
urinary incontinence,negative
urocystis cepulae,negative
urodynia,negative
urticate,negative
useless,negative
ustilaginales,negative
usualness,negative
usurious,negative
usurp,negative
usurper,negative
utility,negative
utility-grade,negative
utterly,negative
uvulitis,negative
vaccinia,negative
vagabond,negative
vagrant,negative
vague,negative
vagueness,negative
vain,negative
vainly,negative
valdecoxib,negative
valley fever,negative
valvular incompetence,negative
vanity,negative
varicose,negative
varicosity,negative
vehement,negative
vehemently,negative
vena pulmanalis inferior,negative
vena sigmoideus,negative
vengeance,negative
vengeful,negative
vengefully,negative
vengefulness,negative
venom,negative
venomed,negative
venomous,negative
venomously,negative
venous sinus,negative
vent,negative
verminous,negative
vers libre,negative
vertiginous,negative
vesicant,negative
vesicatory,negative
vesiculitis,negative
vestiges,negative
vestigial,negative
veto,negative
vex,negative
vexation,negative
vexed,negative
vexing,negative
vexingly,negative
vibrate,negative
vibrated,negative
vibrates,negative
vibrating,negative
vibration,negative
vice,negative
vicious,negative
viciously,negative
viciousness,negative
victimize,negative
view,negative
viewless,negative
vile,negative
vileness,negative
vilification,negative
vilify,negative
villainous,negative
villainously,negative
villains,negative
villian,negative
villianous,negative
villianously,negative
villify,negative
vindictive,negative
vindictively,negative
vindictiveness,negative
violate,negative
violation,negative
violator,negative
violators,negative
violence,negative
violent,negative
violently,negative
vioxx,negative
viper,negative
virulence,negative
virulent,negative
virulently,negative
virus,negative
impaired person,negative
vitiate,negative
vitiated,negative
vitriolic,negative
vituperative,negative
vixenish,negative
vocalic,negative
vociferous,negative
vociferously,negative
voiceless,negative
volatile,negative
volatility,negative
vomit,negative
vomited,negative
vomiting,negative
vomits,negative
von recklinghausen's disease,negative
vulgar,negative
vulnerability,negative
vulnerable,negative
vulvitis,negative
wack,negative
wail,negative
wailful,negative
wailing,negative
waive,negative
wall,negative
wallop,negative
wallow,negative
wan,negative
wane,negative
waning,negative
wanness,negative
wanting,negative
wanton,negative
war,negative
war-like,negative
warfare,negative
warily,negative
wariness,negative
warlike,negative
warned,negative
warning,negative
warp,negative
warped,negative
wary,negative
was not,negative
washed-out,negative
washed-up,negative
wasn't,negative
waste,negative
waste of effort,negative
waste of energy,negative
wasted,negative
wasteful,negative
wastefulness,negative
wasting,negative
watchful,negative
water-down,negative
watered-down,negative
waterproof,negative
waterproofed,negative
watertight,negative
wave off,negative
wayward,negative
weak,negative
weak point,negative
weaken,negative
weakening,negative
weaker,negative
weakness,negative
weaknesses,negative
weariness,negative
wearing,negative
wearisome,negative
weary,negative
wearying,negative
weather,negative
weather-bound,negative
wedge,negative
weed,negative
weep,negative
weepiness,negative
weighty,negative
weird,negative
weirdly,negative
welcher,negative
well-groomed,negative
well-meaning,negative
welsher,negative
wet lung,negative
whammy,negative
wheedle,negative
whiff,negative
whimper,negative
whine,negative
whiney,negative
whining,negative
whiny,negative
whipping,negative
whips,negative
white lung,negative
white pine blister rust,negative
white-pine rust,negative
whole blood,negative
whore,negative
